fight_id,date,event,fighter_a,fighter_b,winner,commence_time,entry_snapshot_ts,entry_lead_hours,entry_n_books,entry_odds_a,entry_odds_b,entry_prob_a,entry_source,close_snapshot_ts,close_lead_hours,close_n_books,close_odds_a,close_odds_b,close_prob_a,close_source
03185e3c5c72db30e9f2,2021-04-24 00:00:00+00:00,UFC 261: Usman vs. Masvidal 2,Karl Roberson,Brendan Allen,B,2021-04-24 23:00:00+00:00,2021-04-17 20:00:00+00:00,171.0,10,108,-133,0.457185464249274,archive_consensus,,,,,,,
03270eb5b25b8215ccf8,2024-11-23 00:00:00+00:00,UFC Fight Night: Yan vs. Figueiredo,Volkan Oezdemir,Carlos Ulberg,B,2024-11-23 11:00:00+00:00,2024-11-20 14:00:00+00:00,69.0,9,200,-245,0.3194444444444444,archive_consensus,,,,,,,
0383fde489721d5b3dda,2024-06-15 00:00:00+00:00,UFC Fight Night: Perez vs. Taira,Josh Quinlan,Adam Fugitt,B,2024-06-15 20:00:00+00:00,2024-05-29 14:00:00+00:00,414.0,5,-115,-106,0.5096815834767643,archive_consensus,,,,,,,
03877caa803e77641467,2020-06-27 00:00:00+00:00,UFC Fight Night: Poirier vs. Hooker,Mike Perry,Mickey Gall,A,2020-06-27 23:00:00+00:00,2020-06-20 20:00:00+00:00,171.0,6,-286,221,0.7040013496311519,archive_consensus,,,,,,,
03ce64ebc891d1e70a42,2025-02-15 00:00:00+00:00,UFC Fight Night: Cannonier vs. Rodrigues,Don'Tale Mayes,Valter Walker,B,2025-02-15 21:10:00+00:00,2025-02-12 14:00:00+00:00,79.16666666666667,8,190,-230,0.33099297893681046,archive_consensus,2025-02-15 20:00:00+00:00,1.75,8.0,235.0,-290.0,0.28644876973925815,archive_consensus
041ec0c847e318151c95,2022-08-20 00:00:00+00:00,UFC 278: Usman vs. Edwards,AJ Fletcher,Ange Loosa,B,2022-08-20 23:35:00+00:00,2022-08-17 14:00:00+00:00,81.58333333333333,15,-161,134,0.5907423087778719,archive_consensus,2022-08-20 20:00:00+00:00,3.5833333333333335,15.0,-164.0,135.0,0.5934708962118879,archive_consensus
04665695d9474130f052,2021-07-31 00:00:00+00:00,UFC Fight Night: Hall vs. Strickland,Danny Chavez,Kai Kamaka,draw,2021-07-31 23:00:00+00:00,2021-07-28 14:00:00+00:00,81.0,12,-104,-120,0.4831081081081081,archive_consensus,,,,,,,
046ae1b7aaf2e4ec3fcd,2021-01-23 00:00:00+00:00,UFC 257: Poirier vs. McGregor,Marina Rodriguez,Amanda Ribas,A,2021-01-24 00:00:00+00:00,2020-12-19 20:00:00+00:00,844.0,5,210,-256,0.3096729297146834,archive_consensus,,,,,,,
046e8b37b54c14a18b6f,2021-05-15 00:00:00+00:00,UFC 262: Oliveira vs. Chandler,Tony Ferguson,Beneil Dariush,B,2021-05-14 22:00:00+00:00,2021-05-08 20:00:00+00:00,146.0,5,125,-152,0.4242424242424243,archive_consensus,,,,,,,
0484cf2c264630679694,2025-09-27 00:00:00+00:00,UFC Fight Night: Ulberg vs. Reyes,Cam Rowston,Andre Petroski,A,2025-09-27 21:00:00+00:00,2025-09-13 20:00:00+00:00,337.0,5,122,-145,0.4321749867701534,archive_consensus,,,,,,,
04b51df7a69226a99e99,2023-07-15 00:00:00+00:00,UFC Fight Night: Holm vs. Bueno Silva,Austin Lingo,Melquizael Costa,B,2023-07-15 22:15:00+00:00,2023-07-08 20:00:00+00:00,170.25,10,160,-195,0.36783042394014964,archive_consensus,,,,,,,
04b84fd0e08ff86e3e19,2025-10-11 00:00:00+00:00,UFC Fight Night: Oliveira vs. Gamrot,Vitor Petrino,Thomas Petersen,A,2025-10-11 14:00:00+00:00,2025-10-08 14:00:00+00:00,72.0,7,-305,240,0.7191400832177531,archive_consensus,,,,,,,
04c7832e61a9561c1061,2021-01-23 00:00:00+00:00,UFC 257: Poirier vs. McGregor,Nik Lentz,Movsar Evloev,B,2021-01-24 00:00:00+00:00,2021-01-20 14:00:00+00:00,82.0,11,350,-455,0.2132564841498559,archive_consensus,,,,,,,
04f1b670df47d42a7df9,2021-10-16 00:00:00+00:00,UFC Fight Night: Ladd vs. Dumont,Istela Nunes,Ariane Carnelossi,B,2021-10-16 20:10:00+00:00,2021-10-13 14:00:00+00:00,78.16666666666667,16,134,-161,0.40925769122212813,archive_consensus,2021-10-16 20:00:00+00:00,0.5833333333333334,15.0,115.0,-141.0,0.44289258476523014,archive_consensus
050b90819895c3fe9947,2021-09-25 00:00:00+00:00,UFC 266: Volkanovski vs. Ortega,Matthew Semelsberger,Martin Sano,A,2021-09-25 22:30:00+00:00,2021-09-22 14:00:00+00:00,80.5,7,-455,330,0.7790165239896476,archive_consensus,2021-09-25 20:00:00+00:00,2.5,8.0,-455.0,330.0,0.7790165239896476,archive_consensus
053f3de986ca1433a92f,2026-07-11 00:00:00+00:00,UFC 329: McGregor vs. Holloway 2,Nikita Krylov,Robert Whittaker,B,2026-07-12 00:00:00+00:00,2026-07-01 14:00:00+00:00,250.0,6,173,-210,0.3509566398732028,archive_consensus,,,,,,,
0547f6a6c026f66404d8,2025-02-01 00:00:00+00:00,UFC Fight Night: Adesanya vs. Imavov,Bogdan Grad,Lucas Alexander,A,2025-02-01 14:45:00+00:00,2025-01-29 14:00:00+00:00,72.75,8,100,-120,0.4782608695652174,archive_consensus,,,,,,,
0560bafae644a4d68908,2020-10-17 00:00:00+00:00,UFC Fight Night: Ortega vs. The Korean Zombie,Thomas Almeida,Jonathan Martinez,B,2020-10-17 23:00:00+00:00,2020-10-14 14:00:00+00:00,81.0,6,-120,100,0.5217391304347826,archive_consensus,2020-10-17 20:00:00+00:00,3.25,7.0,-135.0,110.0,0.5467695274831245,archive_consensus
05c5eeaba1fd6af5cc8e,2024-06-01 00:00:00+00:00,UFC 302: Makhachev vs. Poirier,Islam Makhachev,Dustin Poirier,A,2024-06-01 22:00:00+00:00,2024-05-08 14:00:00+00:00,584.0,10,-550,400,0.8088235294117646,archive_consensus,,,,,,,
05dcd752e8b63c4f91ea,2022-12-17 00:00:00+00:00,UFC Fight Night: Cannonier vs. Strickland,Bryan Battle,Rinat Fakhretdinov,B,2022-12-17 22:00:00+00:00,2022-12-14 14:00:00+00:00,80.0,13,123,-150,0.42771599657827203,archive_consensus,2022-12-17 20:00:00+00:00,2.0,14.0,128.0,-155.0,0.4191321499013807,archive_consensus
0613d5e63f26127ee1ba,2025-06-14 00:00:00+00:00,UFC Fight Night: Usman vs. Buckley,Jamey-Lyn Horth,Vanessa Demopoulos,A,2025-06-14 23:00:00+00:00,2025-06-11 14:00:00+00:00,81.0,7,-550,400,0.8088235294117646,archive_consensus,2025-06-14 20:00:00+00:00,3.1666666666666665,7.0,-650.0,470.0,0.8316498316498315,archive_consensus
0615f45f61bb7d751e7a,2024-06-15 00:00:00+00:00,UFC Fight Night: Perez vs. Taira,Jeka Saragih,Westin Wilson,B,2024-06-15 23:55:00+00:00,2024-06-12 14:00:00+00:00,81.91666666666667,9,-350,275,0.7446808510638298,archive_consensus,,,,,,,
0616247fa76adabd7d72,2025-10-04 00:00:00+00:00,UFC 320: Ankalaev vs. Pereira 2,Macy Chiasson,Yana Santos,B,2025-10-04 23:35:00+00:00,2025-10-01 14:00:00+00:00,81.58333333333333,5,-200,155,0.6296296296296295,archive_consensus,2025-10-04 20:00:00+00:00,3.5833333333333335,5.0,-196.0,164.0,0.6361132966168371,archive_consensus
06824f5c615ed53e25d8,2023-09-02 00:00:00+00:00,UFC Fight Night: Gane vs. Spivac,Ange Loosa,Rhys McKee,A,2023-09-02 16:10:00+00:00,2023-08-30 14:00:00+00:00,74.16666666666667,11,-180,150,0.6164383561643836,archive_consensus,,,,,,,
06988581600846f9ad1b,2021-07-24 00:00:00+00:00,UFC Fight Night: Sandhagen vs. Dillashaw,Nassourdine Imavov,Ian Heinisch,A,2021-07-24 21:00:00+00:00,2021-07-21 14:00:00+00:00,79.0,16,120,-149,0.43169209431345357,archive_consensus,2021-07-24 20:00:00+00:00,2.25,16.0,135.0,-161.0,0.40822710565418,archive_consensus
06acabce9efc685da378,2020-12-19 00:00:00+00:00,UFC Fight Night: Thompson vs. Neal,Deron Winn,Antonio Arroyo,A,2020-12-19 22:40:00+00:00,2020-12-16 14:00:00+00:00,80.66666666666667,12,130,-159,0.4145990075236113,archive_consensus,2020-12-19 20:00:00+00:00,2.6666666666666665,12.0,145.0,-169.0,0.3938218285630627,archive_consensus
06f3bfc5daaf04ce1ba9,2023-02-25 00:00:00+00:00,UFC Fight Night: Muniz vs. Allen,Erick Gonzalez,Trevor Peek,B,2023-02-25 21:00:00+00:00,2023-02-18 20:00:00+00:00,169.0,10,145,-180,0.38834951456310685,archive_consensus,2023-02-25 20:00:00+00:00,3.75,12.0,180.0,-225.0,0.3403141361256544,archive_consensus
079217bbfc6d9a1df327,2026-06-06 00:00:00+00:00,UFC Fight Night: Muhammad vs. Bonfim,Marcus McGhee,John Yannis,A,2026-06-06 21:00:00+00:00,2026-06-03 14:00:00+00:00,79.0,6,-450,350,0.7864077669902912,archive_consensus,2026-06-06 20:00:00+00:00,3.25,6.0,-380.0,310.0,0.7644749754661432,archive_consensus
07a046b1fc0688cdf08b,2024-06-22 00:00:00+00:00,UFC Fight Night: Whittaker vs. Aliskerov,Rinat Fakhretdinov,Nicolas Dalby,A,2024-06-22 17:45:00+00:00,2024-06-19 14:00:00+00:00,75.75,9,-350,275,0.7446808510638298,archive_consensus,,,,,,,
07d8eb05ecf0cf46fd82,2022-07-09 00:00:00+00:00,UFC Fight Night: Dos Anjos vs. Fiziev,Cody Brundage,Tresean Gore,A,2022-07-09 23:25:00+00:00,2022-07-06 14:00:00+00:00,81.41666666666667,14,112,-135,0.4508825786646201,archive_consensus,,,,,,,
0839439b4d1c0c3c5f35,2022-08-20 00:00:00+00:00,UFC 278: Usman vs. Edwards,Amir Albazi,Francisco Figueiredo,A,2022-08-20 23:05:00+00:00,2022-08-17 14:00:00+00:00,81.08333333333333,15,-435,320,0.7734970364098221,archive_consensus,2022-08-20 20:00:00+00:00,3.0833333333333335,15.0,-526.0,380.0,0.8013202996064491,archive_consensus
0861c1b79a9f8bb26e77,2021-05-22 00:00:00+00:00,UFC Fight Night: Font vs. Garbrandt,Justin Tafa,Jared Vanderaa,B,2021-05-22 23:00:00+00:00,2021-05-15 20:00:00+00:00,171.0,14,-200,160,0.6341463414634145,archive_consensus,,,,,,,
0871ea4b10816bf80a16,2021-04-10 00:00:00+00:00,UFC Fight Night: Vettori vs. Holland,Mike Perry,Daniel Rodriguez,B,2021-04-10 19:15:00+00:00,2021-04-07 14:00:00+00:00,77.25,12,140,-169,0.39875481766973025,archive_consensus,,,,,,,
0884a04744c48a2ef5be,2024-05-18 00:00:00+00:00,UFC Fight Night: Barboza vs. Murphy,Tamires Vidal,Melissa Gatto,B,2024-05-18 23:00:00+00:00,2024-05-15 14:00:00+00:00,81.0,9,255,-335,0.26781591503770974,archive_consensus,2024-05-18 20:00:00+00:00,1.75,11.0,300.0,-390.0,0.23902439024390243,archive_consensus
088ab70abef99034ce28,2023-08-12 00:00:00+00:00,UFC Fight Night: Luque vs. Dos Anjos,Da'Mon Blackshear,Jose Johnson,A,2023-08-12 20:35:00+00:00,2023-08-09 14:00:00+00:00,78.58333333333333,4,-185,164,0.6314972847168349,archive_consensus,2023-08-12 20:00:00+00:00,0.5833333333333334,13.0,-275.0,220.0,0.7011952191235059,archive_consensus
08d268cd7eefcf973f22,2024-08-24 00:00:00+00:00,UFC Fight Night: Cannonier vs. Borralho,Wang Cong,Victoria Leonardo,A,2024-08-24 23:00:00+00:00,2024-08-21 14:00:00+00:00,81.0,9,-1100,700,0.8800000000000001,archive_consensus,2024-08-24 20:00:00+00:00,3.25,9.0,-901.0,600.0,0.8630268199233717,archive_consensus
091a1ad5fdef72f339b4,2026-05-02 00:00:00+00:00,UFC Fight Night: Della Maddalena vs. Prates,Jacob Malkoun,Gerald Meerschaert,A,2026-05-02 08:00:00+00:00,2026-04-29 14:00:00+00:00,66.0,7,-1200,700,0.8807339449541285,archive_consensus,,,,,,,
0960c686cec782ea9f19,2023-11-18 00:00:00+00:00,UFC Fight Night: Allen vs. Craig,Chase Hooper,Jordan Leavitt,A,2023-11-18 23:45:00+00:00,2023-11-15 14:00:00+00:00,81.75,11,-220,180,0.6581196581196581,archive_consensus,2023-11-18 20:00:00+00:00,3.75,12.0,-205.0,169.0,0.6438788020316423,archive_consensus
097efa9fc7791c2f74ec,2023-05-13 00:00:00+00:00,UFC Fight Night: Rozenstruik vs. Almeida,Ji Yeon Kim,Mandy Bohm,B,2023-05-13 16:30:00+00:00,2023-05-10 14:00:00+00:00,74.5,11,-200,160,0.6341463414634145,archive_consensus,,,,,,,
098c91731268ee9db8cf,2022-10-22 00:00:00+00:00,UFC 280: Oliveira vs. Makhachev,Abubakar Nurmagomedov,Gadzhi Omargadzhiev,A,2022-10-22 15:45:00+00:00,2022-10-19 14:00:00+00:00,73.75,13,-176,143,0.6077762619372441,archive_consensus,,,,,,,
09af8696aa659994b923,2020-10-03 00:00:00+00:00,UFC Fight Night: Holm vs. Aldana,Luigi Vendramini,Jessin Ayari,A,2020-10-03 23:45:00+00:00,2020-09-30 14:00:00+00:00,81.75,8,-105,-115,0.4891657638136511,archive_consensus,2020-10-03 20:00:00+00:00,3.5,9.0,-110.0,-112.0,0.49786507258753204,archive_consensus
09b69baee246bef1c12b,2025-07-26 00:00:00+00:00,UFC Fight Night: Whittaker vs. De Ridder,Petr Yan,Marcus McGhee,A,2025-07-26 14:00:00+00:00,2025-07-23 14:00:00+00:00,72.0,5,-400,295,0.7596153846153846,archive_consensus,,,,,,,
0a11ee36136fa656ac95,2026-05-16 00:00:00+00:00,UFC Fight Night: Allen vs. Costa,Cody Brundage,Andre Petroski,A,2026-05-17 00:00:00+00:00,2026-05-13 14:00:00+00:00,82.0,7,170,-210,0.35347776510832385,archive_consensus,2026-05-16 20:00:00+00:00,2.4166666666666665,7.0,125.0,-150.0,0.4255319148936171,archive_consensus
0a25c155c201b489cd07,2022-07-30 00:00:00+00:00,UFC 277: Pena vs. Nunes 2,Alex Morono,Matthew Semelsberger,A,2022-07-30 23:00:00+00:00,2022-07-09 20:00:00+00:00,507.0,3,145,-169,0.3938218285630627,archive_consensus,,,,,,,
0a3709fb1b4f60b6ab07,2021-03-06 00:00:00+00:00,UFC 259: Blachowicz vs. Adesanya,Rogerio Bontorin,Kai Kara-France,B,2021-03-07 00:00:00+00:00,2021-02-20 20:00:00+00:00,340.0,9,120,-147,0.4330294530154278,archive_consensus,,,,,,,
0a70439f331167531bbd,2022-07-02 00:00:00+00:00,UFC 276: Adesanya vs. Cannonier,Robbie Lawler,Bryan Barberena,B,2022-07-02 23:00:00+00:00,2022-06-18 20:00:00+00:00,339.0,11,-125,101,0.5275590551181103,archive_consensus,,,,,,,
0a76d31f22677f2212ba,2021-10-30 00:00:00+00:00,UFC 267: Blachowicz vs. Teixeira,Shamil Gamzatov,Michal Oleksiejczuk,B,2021-10-30 16:00:00+00:00,2021-10-27 14:00:00+00:00,74.0,15,-154,125,0.5770191507077436,archive_consensus,,,,,,,
0a8b39a4157a77ceaaf4,2025-05-31 00:00:00+00:00,UFC Fight Night: Blanchfield vs. Barber,Ketlen Vieira,Macy Chiasson,A,2025-05-31 22:00:00+00:00,2025-05-21 14:00:00+00:00,248.0,6,-120,100,0.5217391304347826,archive_consensus,,,,,,,
0aa544d9f9cb464c8831,2024-06-08 00:00:00+00:00,UFC Fight Night: Cannonier vs. Imavov,Jared Cannonier,Nassourdine Imavov,B,2024-06-08 21:00:00+00:00,2024-05-29 14:00:00+00:00,247.0,7,100,-124,0.4745762711864407,archive_consensus,,,,,,,
0ac1b86a05415b1a3466,2021-12-18 00:00:00+00:00,UFC Fight Night: Lewis vs. Daukaus,Charles Jourdain,Andre Ewell,A,2021-12-18 22:15:00+00:00,2021-12-15 14:00:00+00:00,80.25,17,-200,165,0.6385542168674698,archive_consensus,2021-12-18 20:00:00+00:00,2.25,15.0,-200.0,170.0,0.6428571428571429,archive_consensus
0ac45509ca0977d68448,2024-11-09 00:00:00+00:00,UFC Fight Night: Magny vs. Prates,Gerald Meerschaert,Reinier de Ridder,B,2024-11-10 00:00:00+00:00,2024-11-06 14:00:00+00:00,82.0,9,240,-295,0.2825464949928469,archive_consensus,,,,,,,
0acc81f1917faed42494,2023-11-18 00:00:00+00:00,UFC Fight Night: Allen vs. Craig,Luana Pinheiro,Amanda Ribas,B,2023-11-18 22:15:00+00:00,2023-11-15 14:00:00+00:00,80.25,11,195,-240,0.32442748091603046,archive_consensus,2023-11-18 20:00:00+00:00,2.75,12.0,190.0,-230.0,0.33099297893681046,archive_consensus
0b25b046108c1e3f9b78,2020-10-03 00:00:00+00:00,UFC Fight Night: Holm vs. Aldana,Loma Lookboonmee,Jinh Yu Frey,A,2020-10-03 23:00:00+00:00,2020-09-26 20:00:00+00:00,171.0,6,-125,100,0.5263157894736842,archive_consensus,,,,,,,
0b340b9c18358b8f778c,2025-02-08 00:00:00+00:00,UFC 312: Du Plessis vs. Strickland 2,Wang Cong,Bruna Brasil,A,2025-02-08 23:00:00+00:00,2025-02-05 14:00:00+00:00,81.0,7,-455,350,0.7867435158501441,archive_consensus,,,,,,,
0b392deb1afb280c11d9,2021-01-20 00:00:00+00:00,UFC Fight Night: Chiesa vs. Magny,Matt Schnell,Tyson Nam,A,2021-01-20 14:35:00+00:00,2021-01-16 20:00:00+00:00,90.58333333333333,8,105,-130,0.4632426988922458,archive_consensus,2021-01-20 14:00:00+00:00,3.75,11.0,105.0,-130.0,0.4632426988922458,archive_consensus
0b8161fab73c665a562d,2022-11-19 00:00:00+00:00,UFC Fight Night: Nzechukwu vs. Cutelaba,Jennifer Maia,Maryna Moroz,A,2022-11-19 20:15:00+00:00,2022-11-16 14:00:00+00:00,78.25,14,154,-186,0.37708981593797797,archive_consensus,2022-11-19 20:00:00+00:00,0.25,14.0,138.0,-164.0,0.4034723071280108,archive_consensus
0bae9347c1946e3cec6e,2025-01-18 00:00:00+00:00,UFC 311: Makhachev vs. Moicano,Tagir Ulanbekov,Clayton Carpenter,A,2025-01-18 23:05:00+00:00,2025-01-15 14:00:00+00:00,81.08333333333333,7,-320,250,0.7272727272727274,archive_consensus,2025-01-18 20:00:00+00:00,3.0,7.0,-335.0,260.0,0.7349177330895795,archive_consensus
0bc1451ed0df0b9462ff,2021-10-02 00:00:00+00:00,UFC Fight Night: Santos vs. Walker,Bethe Correia,Karol Rosa,B,2021-10-02 21:50:00+00:00,2021-09-29 14:00:00+00:00,79.83333333333333,17,325,-455,0.2230035158211954,archive_consensus,2021-10-02 20:00:00+00:00,1.8333333333333333,17.0,410.0,-588.0,0.18661169577953782,archive_consensus
0bd86905e2ad6fd8e6a8,2022-07-30 00:00:00+00:00,UFC 277: Pena vs. Nunes 2,Nicolae Negumereanu,Ihor Potieria,A,2022-07-30 22:45:00+00:00,2022-07-27 14:00:00+00:00,80.75,14,110,-130,0.4572564612326044,archive_consensus,2022-07-30 20:00:00+00:00,2.75,14.0,-137.0,110.0,0.5483133218982277,archive_consensus
0beb72dd97310db88dec,2023-04-22 00:00:00+00:00,UFC Fight Night: Pavlovich vs. Blaydes,Jeremiah Wells,Matthew Semelsberger,A,2023-04-22 23:15:00+00:00,2023-04-19 14:00:00+00:00,81.25,15,-114,-112,0.5020774472328402,archive_consensus,2023-04-22 20:00:00+00:00,3.25,15.0,-112.0,-110.0,0.502134927412468,archive_consensus
0bf90d9ad87d4be6fbe4,2026-03-21 00:00:00+00:00,UFC Fight Night: Evloev vs. Murphy,Louie Sutherland,Brando Pericic,B,2026-03-21 16:00:00+00:00,2026-03-18 14:00:00+00:00,74.0,8,222,-270,0.298531547522995,archive_consensus,,,,,,,
0bfc5d1f8956f6e58421,2024-05-04 00:00:00+00:00,UFC 301: Pantoja vs. Erceg,Ismael Bonfim,Vinc Pichel,A,2024-05-04 22:45:00+00:00,2024-05-01 14:00:00+00:00,80.75,11,-550,400,0.8088235294117646,archive_consensus,2024-05-04 20:00:00+00:00,2.75,11.0,-550.0,400.0,0.8088235294117646,archive_consensus
0c028f91eb17d80add56,2024-03-09 00:00:00+00:00,UFC 299: O'Malley vs. Vera 2,Pedro Munhoz,Kyler Phillips,B,2024-03-10 00:00:00+00:00,2024-03-02 20:00:00+00:00,172.0,11,180,-225,0.3403141361256544,archive_consensus,,,,,,,
0c22a55d5fd6ecd98e10,2022-03-26 00:00:00+00:00,UFC Fight Night: Blaydes vs. Daukaus,Luis Saldana,Bruno Souza,A,2022-03-26 20:00:00+00:00,2022-03-23 14:00:00+00:00,78.0,15,-115,-104,0.5120034919249236,archive_consensus,,,,,,,
0c32e74dace6ea823e80,2025-04-26 00:00:00+00:00,UFC Fight Night: Machado Garry vs. Prates,Jaqueline Amorim,Polyana Viana,A,2025-04-26 23:00:00+00:00,2025-04-23 14:00:00+00:00,81.0,7,-800,550,0.8524590163934427,archive_consensus,2025-04-26 20:00:00+00:00,2.8333333333333335,7.0,-850.0,575.0,0.8579439252336449,archive_consensus
0c4fa991077fdf9fd3aa,2026-06-06 00:00:00+00:00,UFC Fight Night: Muhammad vs. Bonfim,Brendan Allen,Edmen Shahbazyan,A,2026-06-06 21:00:00+00:00,2026-06-03 14:00:00+00:00,79.0,6,-215,180,0.6564885496183206,archive_consensus,,,,,,,
0c72f6e60f59ca6fbd7e,2020-12-12 00:00:00+00:00,UFC 256: Figueiredo vs. Moreno,Chase Hooper,Peter Barrett,A,2020-12-13 00:00:00+00:00,2020-12-05 20:00:00+00:00,172.0,11,-400,300,0.7619047619047619,archive_consensus,,,,,,,
0c7df0bf775b4820457b,2021-12-18 00:00:00+00:00,UFC Fight Night: Lewis vs. Daukaus,Amanda Lemos,Angela Hill,A,2021-12-19 00:00:00+00:00,2021-12-11 20:00:00+00:00,172.0,14,-417,310,0.7678178470382181,archive_consensus,,,,,,,
0c7eecf9f0f3a6a53f89,2026-06-14 00:00:00+00:00,UFC Freedom 250,Mauricio Ruffy,Michael Chandler,A,2026-06-14 23:15:00+00:00,2026-06-06 20:00:00+00:00,195.25,5,-650,450,0.8265895953757225,archive_consensus,,,,,,,
0cb7a022a42a64e8ba2a,2026-06-27 00:00:00+00:00,UFC Fight Night: Fiziev vs. Torres,Nazim Sadykhov,Matheus Camilo,B,2026-06-27 12:00:00+00:00,2026-06-24 14:00:00+00:00,70.0,7,-235,195,0.6742037442256261,archive_consensus,,,,,,,
0cd3cc9aece7bdc93fec,2020-10-31 00:00:00+00:00,UFC Fight Night: Hall vs. Silva,Sean Strickland,Jack Marshman,A,2020-10-31 21:30:00+00:00,2020-10-28 14:00:00+00:00,79.5,10,-333,265,0.7373290060359733,archive_consensus,2020-10-31 20:00:00+00:00,1.5,10.0,-370.0,300.0,0.758974358974359,archive_consensus
0ce3f13ba63ca906dbe2,2026-02-28 00:00:00+00:00,UFC Fight Night: Moreno vs. Kavanagh,Damian Pinas,Wes Schultz,A,2026-02-28 22:00:00+00:00,2026-02-25 14:00:00+00:00,80.0,8,-250,210,0.6888888888888889,archive_consensus,2026-02-28 20:00:00+00:00,2.25,8.0,-245.0,200.0,0.6805555555555556,archive_consensus
0cf0090160a01eeba88c,2026-05-16 00:00:00+00:00,UFC Fight Night: Allen vs. Costa,Shauna Bannon,Nicolle Caliari,B,2026-05-17 00:00:00+00:00,2026-05-13 14:00:00+00:00,82.0,7,190,-230,0.33099297893681046,archive_consensus,2026-05-16 20:00:00+00:00,1.1666666666666667,7.0,215.0,-260.0,0.3053435114503817,archive_consensus
0cf42da7359bcf5b504e,2025-10-11 00:00:00+00:00,UFC Fight Night: Oliveira vs. Gamrot,Lucas Rocha,Stewart Nicoll,A,2025-10-11 21:45:00+00:00,2025-10-08 14:00:00+00:00,79.75,7,-125,105,0.5324675324675325,archive_consensus,2025-10-11 20:00:00+00:00,1.25,8.0,105.0,-125.0,0.4675324675324675,archive_consensus
0d2d785c882eeb62317a,2023-04-22 00:00:00+00:00,UFC Fight Night: Pavlovich vs. Blaydes,Karol Rosa,Norma Dumont,B,2023-04-22 20:10:00+00:00,2023-04-19 14:00:00+00:00,78.16666666666667,15,-104,-120,0.4831081081081081,archive_consensus,2023-04-22 20:00:00+00:00,1.6666666666666667,14.0,-105.0,-115.0,0.4891657638136511,archive_consensus
