date,event,bout,time_format,weightclass,stance_a,stance_b,fighter_a,fighter_b,winner,method,fighter_a_id,fighter_b_id,fighter_a_url,fighter_b_url,fight_time_min,dob_a,dob_b,reach_a,reach_b,height_a,height_b,sig_str_landed_a,sig_str_landed_b,sig_str_absorbed_a,sig_str_absorbed_b,td_landed_a,td_landed_b,td_attempted_a,td_attempted_b
1994-09-09,UFC 3: The American Dream,Royce Gracie vs. Kimo Leopoldo,No Time Limit,Open Weight Bout,Southpaw,Orthodox,Royce Gracie,Kimo Leopoldo,A,Submission,429e7d3725852ce9,08ae5cd9aef7ddd3,http://ufcstats.com/fighter-details/429e7d3725852ce9,http://ufcstats.com/fighter-details/08ae5cd9aef7ddd3,4.666666666666667,1966-12-12,1968-01-05,,,73.0,75.0,2.0,6.0,6.0,2.0,0.0,1.0,2.0,1.0
1994-09-09,UFC 3: The American Dream,Harold Howard vs. Roland Payne,No Time Limit,Open Weight Bout,Orthodox,Orthodox,Harold Howard,Roland Payne,A,KO/TKO,a2b06ca02bca14c0,2e04a3b4a2011b97,http://ufcstats.com/fighter-details/a2b06ca02bca14c0,http://ufcstats.com/fighter-details/2e04a3b4a2011b97,0.7666666666666667,,,,,74.0,69.0,9.0,3.0,3.0,9.0,0.0,1.0,1.0,2.0
1994-09-09,UFC 3: The American Dream,Ken Shamrock vs. Christophe Leninger,No Time Limit,Open Weight Bout,Orthodox,Southpaw,Ken Shamrock,Christophe Leninger,A,KO/TKO,63b65af1c5cb02cb,7269329bd87eb479,http://ufcstats.com/fighter-details/63b65af1c5cb02cb,http://ufcstats.com/fighter-details/7269329bd87eb479,4.816666666666666,1964-02-11,,72.0,,73.0,72.0,8.0,1.0,1.0,8.0,1.0,0.0,1.0,0.0
1994-09-09,UFC 3: The American Dream,Keith Hackney vs. Emmanuel Yarborough,No Time Limit,Open Weight Bout,Sideways,Open Stance,Keith Hackney,Emmanuel Yarborough,A,KO/TKO,bf12aca029bfcc47,2299605af59fd309,http://ufcstats.com/fighter-details/bf12aca029bfcc47,http://ufcstats.com/fighter-details/2299605af59fd309,1.9833333333333334,,1960-09-05,,,71.0,80.0,34.0,1.0,1.0,34.0,0.0,0.0,0.0,1.0
1994-12-16,UFC 4: Revenge of the Warriors,Royce Gracie vs. Dan Severn,No Time Limit,UFC 4 Tournament Title Bout,Southpaw,Southpaw,Royce Gracie,Dan Severn,A,Submission,429e7d3725852ce9,c670aa48827d6be6,http://ufcstats.com/fighter-details/429e7d3725852ce9,http://ufcstats.com/fighter-details/c670aa48827d6be6,15.816666666666666,1966-12-12,1958-06-08,,,73.0,74.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0
1994-12-16,UFC 4: Revenge of the Warriors,Dan Severn vs. Marcus Bossett,No Time Limit,Open Weight Bout,Southpaw,Orthodox,Dan Severn,Marcus Bossett,A,Submission,c670aa48827d6be6,e8fb8e53bc2e29d6,http://ufcstats.com/fighter-details/c670aa48827d6be6,http://ufcstats.com/fighter-details/e8fb8e53bc2e29d6,0.8666666666666667,1958-06-08,,,,74.0,73.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1994-12-16,UFC 4: Revenge of the Warriors,Royce Gracie vs. Keith Hackney,No Time Limit,Open Weight Bout,Southpaw,Sideways,Royce Gracie,Keith Hackney,A,Submission,429e7d3725852ce9,bf12aca029bfcc47,http://ufcstats.com/fighter-details/429e7d3725852ce9,http://ufcstats.com/fighter-details/bf12aca029bfcc47,5.533333333333333,1966-12-12,,,,73.0,71.0,11.0,4.0,4.0,11.0,0.0,0.0,2.0,0.0
1994-12-16,UFC 4: Revenge of the Warriors,Dan Severn vs. Anthony Macias,No Time Limit,Open Weight Bout,Southpaw,Switch,Dan Severn,Anthony Macias,A,Submission,c670aa48827d6be6,dedc3bb440d09554,http://ufcstats.com/fighter-details/c670aa48827d6be6,http://ufcstats.com/fighter-details/dedc3bb440d09554,1.75,1958-06-08,,,,74.0,69.0,0.0,8.0,8.0,0.0,2.0,0.0,5.0,0.0
1994-12-16,UFC 4: Revenge of the Warriors,Steve Jennum vs. Melton Bowen,No Time Limit,Open Weight Bout,Orthodox,Orthodox,Steve Jennum,Melton Bowen,A,Submission,ad047e3073a775f3,81ca2c245b19b3c5,http://ufcstats.com/fighter-details/ad047e3073a775f3,http://ufcstats.com/fighter-details/81ca2c245b19b3c5,4.783333333333333,,1969-07-16,,,70.0,72.0,13.0,1.0,1.0,13.0,2.0,0.0,3.0,0.0
1994-12-16,UFC 4: Revenge of the Warriors,Keith Hackney vs. Joe Son,No Time Limit,Open Weight Bout,Sideways,Orthodox,Keith Hackney,Joe Son,A,Submission,bf12aca029bfcc47,83b743fedde154fb,http://ufcstats.com/fighter-details/bf12aca029bfcc47,http://ufcstats.com/fighter-details/83b743fedde154fb,2.7333333333333334,,1970-11-22,,,71.0,64.0,8.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0
1994-12-16,UFC 4: Revenge of the Warriors,Royce Gracie vs. Ron van Clief,No Time Limit,Open Weight Bout,Southpaw,Orthodox,Royce Gracie,Ron van Clief,A,Submission,429e7d3725852ce9,23ab42947c1990e3,http://ufcstats.com/fighter-details/429e7d3725852ce9,http://ufcstats.com/fighter-details/23ab42947c1990e3,3.8166666666666664,1966-12-12,1943-01-25,,,73.0,70.0,7.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0
1994-12-16,UFC 4: Revenge of the Warriors,Guy Mezger vs. Jason Fairn,No Time Limit,Open Weight Bout,Orthodox,,Guy Mezger,Jason Fairn,A,KO/TKO,946f341df6472ee0,adea9f0090aa8e14,http://ufcstats.com/fighter-details/946f341df6472ee0,http://ufcstats.com/fighter-details/adea9f0090aa8e14,2.216666666666667,1968-01-01,,,,73.0,73.0,19.0,9.0,9.0,19.0,1.0,0.0,1.0,0.0
1994-12-16,UFC 4: Revenge of the Warriors,Marcus Bossett vs. Eldo Xavier Dias,No Time Limit,Open Weight Bout,Orthodox,,Marcus Bossett,Eldo Xavier Dias,A,KO/TKO,e8fb8e53bc2e29d6,ee5df903f80c6816,http://ufcstats.com/fighter-details/e8fb8e53bc2e29d6,http://ufcstats.com/fighter-details/ee5df903f80c6816,4.916666666666667,,1964-07-16,,,73.0,71.0,,,,,,,,
1994-12-16,UFC 4: Revenge of the Warriors,Joe Charles vs. Kevin Rosier,No Time Limit,Open Weight Bout,Southpaw,Orthodox,Joe Charles,Kevin Rosier,A,Submission,19ffeb5e3fffd6d5,598a58db87b890ee,http://ufcstats.com/fighter-details/19ffeb5e3fffd6d5,http://ufcstats.com/fighter-details/598a58db87b890ee,0.23333333333333334,,,,,73.0,76.0,,,,,,,,
1995-04-07,UFC 5: The Return of the Beast,Dan Severn vs. Dave Beneteau,1 Rnd (30),UFC 5 Tournament Title Bout,Southpaw,Orthodox,Dan Severn,Dave Beneteau,A,Submission,c670aa48827d6be6,9fd1f08dd4aec14a,http://ufcstats.com/fighter-details/c670aa48827d6be6,http://ufcstats.com/fighter-details/9fd1f08dd4aec14a,3.0166666666666666,1958-06-08,,,,74.0,74.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0
1995-04-07,UFC 5: The Return of the Beast,Ken Shamrock vs. Royce Gracie,1 Rnd + OT (31-5),UFC Superfight Championship Bout,Orthodox,Southpaw,Ken Shamrock,Royce Gracie,draw,Other,63b65af1c5cb02cb,429e7d3725852ce9,http://ufcstats.com/fighter-details/63b65af1c5cb02cb,http://ufcstats.com/fighter-details/429e7d3725852ce9,10.0,1964-02-11,1966-12-12,72.0,,73.0,73.0,10.0,3.0,3.0,10.0,1.0,0.0,1.0,1.0
1995-04-07,UFC 5: The Return of the Beast,Dan Severn vs. Oleg Taktarov,1 Rnd (20),Open Weight Bout,Southpaw,Orthodox,Dan Severn,Oleg Taktarov,A,TKO - Doctor's Stoppage,c670aa48827d6be6,1dc56b59cb28425d,http://ufcstats.com/fighter-details/c670aa48827d6be6,http://ufcstats.com/fighter-details/1dc56b59cb28425d,4.35,1958-06-08,1967-08-26,,,74.0,72.0,9.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0
1995-04-07,UFC 5: The Return of the Beast,Dave Beneteau vs. Todd Medina,1 Rnd (20),Open Weight Bout,Orthodox,Southpaw,Dave Beneteau,Todd Medina,A,KO/TKO,9fd1f08dd4aec14a,b60391da771deefe,http://ufcstats.com/fighter-details/9fd1f08dd4aec14a,http://ufcstats.com/fighter-details/b60391da771deefe,2.2,,,,,74.0,70.0,8.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0
1995-04-07,UFC 5: The Return of the Beast,Dan Severn vs. Joe Charles,1 Rnd (20),Open Weight Bout,Southpaw,Southpaw,Dan Severn,Joe Charles,A,Submission,c670aa48827d6be6,19ffeb5e3fffd6d5,http://ufcstats.com/fighter-details/c670aa48827d6be6,http://ufcstats.com/fighter-details/19ffeb5e3fffd6d5,1.6333333333333333,1958-06-08,,,,74.0,73.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0
1995-04-07,UFC 5: The Return of the Beast,Oleg Taktarov vs. Ernie Verdicia,1 Rnd (20),Open Weight Bout,Orthodox,Orthodox,Oleg Taktarov,Ernie Verdicia,A,Submission,1dc56b59cb28425d,2b1587a3376ab743,http://ufcstats.com/fighter-details/1dc56b59cb28425d,http://ufcstats.com/fighter-details/2b1587a3376ab743,2.3833333333333333,1967-08-26,,,,72.0,71.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0
1995-04-07,UFC 5: The Return of the Beast,Todd Medina vs. Larry Cureton,1 Rnd (20),Open Weight Bout,Southpaw,Orthodox,Todd Medina,Larry Cureton,A,Submission,b60391da771deefe,46f11d15c0134fe3,http://ufcstats.com/fighter-details/b60391da771deefe,http://ufcstats.com/fighter-details/46f11d15c0134fe3,2.9166666666666665,,,,,70.0,74.0,4.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0
1995-04-07,UFC 5: The Return of the Beast,Jon Hess vs. Andy Anderson,1 Rnd (20),Open Weight Bout,,,Jon Hess,Andy Anderson,A,KO/TKO,32a3025d5db456ae,9199e0735b83dd32,http://ufcstats.com/fighter-details/32a3025d5db456ae,http://ufcstats.com/fighter-details/9199e0735b83dd32,1.3833333333333333,,1974-07-16,,,79.0,66.0,17.0,2.0,2.0,17.0,0.0,0.0,0.0,2.0
1995-04-07,UFC 5: The Return of the Beast,Guy Mezger vs. John Dowdy,1 Rnd (20),Open Weight Bout,Orthodox,,Guy Mezger,John Dowdy,A,KO/TKO,946f341df6472ee0,e780ccc79a209985,http://ufcstats.com/fighter-details/946f341df6472ee0,http://ufcstats.com/fighter-details/e780ccc79a209985,2.033333333333333,1968-01-01,,,,73.0,,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
1995-04-07,UFC 5: The Return of the Beast,Dave Beneteau vs. Asbel Cancio,1 Rnd (20),Open Weight Bout,Orthodox,,Dave Beneteau,Asbel Cancio,A,KO/TKO,9fd1f08dd4aec14a,2a7afe14b3a0a058,http://ufcstats.com/fighter-details/9fd1f08dd4aec14a,http://ufcstats.com/fighter-details/2a7afe14b3a0a058,0.35,,,,,74.0,70.0,12.0,0.0,0.0,12.0,1.0,0.0,1.0,0.0
1995-07-14,UFC 6: Clash of the Titans,Oleg Taktarov vs. David Abbott,1 Rnd + OT (30-5),UFC 6 Tournament Title Bout,Orthodox,Switch,Oleg Taktarov,David Abbott,A,Submission,1dc56b59cb28425d,b361180739bed4b0,http://ufcstats.com/fighter-details/1dc56b59cb28425d,http://ufcstats.com/fighter-details/b361180739bed4b0,17.75,1967-08-26,1965-04-26,,,72.0,72.0,4.0,17.0,17.0,4.0,0.0,2.0,3.0,3.0
1995-07-14,UFC 6: Clash of the Titans,Ken Shamrock vs. Dan Severn,1 Rnd + OT (30-5),UFC Superfight Championship Bout,Orthodox,Southpaw,Ken Shamrock,Dan Severn,A,Submission,63b65af1c5cb02cb,c670aa48827d6be6,http://ufcstats.com/fighter-details/63b65af1c5cb02cb,http://ufcstats.com/fighter-details/c670aa48827d6be6,2.2333333333333334,1964-02-11,1958-06-08,72.0,,73.0,74.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0
1995-07-14,UFC 6: Clash of the Titans,Oleg Taktarov vs. Anthony Macias,1 Rnd (20),Open Weight Bout,Orthodox,Switch,Oleg Taktarov,Anthony Macias,A,Submission,1dc56b59cb28425d,dedc3bb440d09554,http://ufcstats.com/fighter-details/1dc56b59cb28425d,http://ufcstats.com/fighter-details/dedc3bb440d09554,0.15,1967-08-26,,,,72.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1995-07-14,UFC 6: Clash of the Titans,David Abbott vs. Paul Varelans,1 Rnd (20),Open Weight Bout,Switch,Orthodox,David Abbott,Paul Varelans,A,KO/TKO,b361180739bed4b0,07a18ae55dfc3cd9,http://ufcstats.com/fighter-details/b361180739bed4b0,http://ufcstats.com/fighter-details/07a18ae55dfc3cd9,1.8833333333333333,1965-04-26,,,,72.0,80.0,14.0,1.0,1.0,14.0,1.0,0.0,1.0,0.0
1995-07-14,UFC 6: Clash of the Titans,Oleg Taktarov vs. Dave Beneteau,1 Rnd (20),Open Weight Bout,Orthodox,Orthodox,Oleg Taktarov,Dave Beneteau,A,Submission,1dc56b59cb28425d,9fd1f08dd4aec14a,http://ufcstats.com/fighter-details/1dc56b59cb28425d,http://ufcstats.com/fighter-details/9fd1f08dd4aec14a,0.95,1967-08-26,,,,72.0,74.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0
1995-07-14,UFC 6: Clash of the Titans,Patrick Smith vs. Rudyard Moncayo,1 Rnd (20),Open Weight Bout,Orthodox,Orthodox,Patrick Smith,Rudyard Moncayo,A,Submission,46c8ec317aff28ac,02d276b7d62b3472,http://ufcstats.com/fighter-details/46c8ec317aff28ac,http://ufcstats.com/fighter-details/02d276b7d62b3472,1.1333333333333333,1963-08-28,,,,74.0,70.0,6.0,0.0,0.0,6.0,2.0,0.0,2.0,1.0
1995-07-14,UFC 6: Clash of the Titans,Paul Varelans vs. Cal Worsham,1 Rnd (20),Open Weight Bout,Orthodox,Orthodox,Paul Varelans,Cal Worsham,A,KO/TKO,07a18ae55dfc3cd9,de3ed2e152520c8d,http://ufcstats.com/fighter-details/07a18ae55dfc3cd9,http://ufcstats.com/fighter-details/de3ed2e152520c8d,1.0333333333333334,,,,,80.0,71.0,8.0,9.0,9.0,8.0,0.0,0.0,0.0,1.0
1995-07-14,UFC 6: Clash of the Titans,David Abbott vs. John Matua,1 Rnd (20),Open Weight Bout,Switch,Orthodox,David Abbott,John Matua,A,KO/TKO,b361180739bed4b0,c933d423ebdbbbdb,http://ufcstats.com/fighter-details/b361180739bed4b0,http://ufcstats.com/fighter-details/c933d423ebdbbbdb,0.3333333333333333,1965-04-26,,,,72.0,74.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
1995-07-14,UFC 6: Clash of the Titans,Anthony Macias vs. He-Man Gipson,1 Rnd (20),Open Weight Bout,Switch,,Anthony Macias,He-Man Gipson,A,KO/TKO,dedc3bb440d09554,3e03cec9767d37e6,http://ufcstats.com/fighter-details/dedc3bb440d09554,http://ufcstats.com/fighter-details/3e03cec9767d37e6,3.1,,,,,69.0,,,,,,,,,
1995-07-14,UFC 6: Clash of the Titans,Joel Sutton vs. Jack McGlaughlin,1 Rnd (20),Open Weight Bout,Orthodox,Orthodox,Joel Sutton,Jack McGlaughlin,A,KO/TKO,a6a9ab5a824e8f66,237187ed9f419285,http://ufcstats.com/fighter-details/a6a9ab5a824e8f66,http://ufcstats.com/fighter-details/237187ed9f419285,2.0166666666666666,,,,,71.0,,,,,,,,,
1995-09-08,UFC 7: The Brawl in Buffalo,Marco Ruas vs. Paul Varelans,1 Rnd + OT (30-5),UFC 7 Tournament Title Bout,Orthodox,Orthodox,Marco Ruas,Paul Varelans,A,KO/TKO,597db668b01c442c,07a18ae55dfc3cd9,http://ufcstats.com/fighter-details/597db668b01c442c,http://ufcstats.com/fighter-details/07a18ae55dfc3cd9,13.283333333333333,1961-01-23,,,,73.0,80.0,33.0,10.0,10.0,33.0,0.0,0.0,0.0,0.0
1995-09-08,UFC 7: The Brawl in Buffalo,Ken Shamrock vs. Oleg Taktarov,1 Rnd + OT (30-3),UFC Superfight Championship Bout,Orthodox,Orthodox,Ken Shamrock,Oleg Taktarov,draw,Other,63b65af1c5cb02cb,1dc56b59cb28425d,http://ufcstats.com/fighter-details/63b65af1c5cb02cb,http://ufcstats.com/fighter-details/1dc56b59cb28425d,8.0,1964-02-11,1967-08-26,72.0,,73.0,72.0,29.0,4.0,4.0,29.0,1.0,0.0,1.0,2.0
1995-09-08,UFC 7: The Brawl in Buffalo,Marco Ruas vs. Remco Pardoel,1 Rnd (20),Open Weight Bout,Orthodox,Southpaw,Marco Ruas,Remco Pardoel,A,Submission,597db668b01c442c,749685d24e2cac50,http://ufcstats.com/fighter-details/597db668b01c442c,http://ufcstats.com/fighter-details/749685d24e2cac50,12.45,1961-01-23,,,,73.0,75.0,4.0,2.0,2.0,4.0,0.0,1.0,0.0,1.0
1995-09-08,UFC 7: The Brawl in Buffalo,Paul Varelans vs. Mark Hall,1 Rnd (20),Open Weight Bout,Orthodox,Orthodox,Paul Varelans,Mark Hall,A,Submission,07a18ae55dfc3cd9,18524b46c570730b,http://ufcstats.com/fighter-details/07a18ae55dfc3cd9,http://ufcstats.com/fighter-details/18524b46c570730b,1.0166666666666666,,,,,80.0,72.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0
1995-09-08,UFC 7: The Brawl in Buffalo,Marco Ruas vs. Larry Cureton,1 Rnd (20),Open Weight Bout,Orthodox,Orthodox,Marco Ruas,Larry Cureton,A,Submission,597db668b01c442c,46f11d15c0134fe3,http://ufcstats.com/fighter-details/597db668b01c442c,http://ufcstats.com/fighter-details/46f11d15c0134fe3,3.3833333333333333,1961-01-23,,,,73.0,74.0,1.0,6.0,6.0,1.0,1.0,0.0,1.0,0.0
1995-09-08,UFC 7: The Brawl in Buffalo,Remco Pardoel vs. Ryan Parker,1 Rnd (20),Open Weight Bout,Southpaw,Southpaw,Remco Pardoel,Ryan Parker,A,Submission,749685d24e2cac50,6a0b80a24f22e152,http://ufcstats.com/fighter-details/749685d24e2cac50,http://ufcstats.com/fighter-details/6a0b80a24f22e152,3.0833333333333335,,,,,75.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1995-09-08,UFC 7: The Brawl in Buffalo,Mark Hall vs. Harold Howard,1 Rnd (20),Open Weight Bout,Orthodox,Orthodox,Mark Hall,Harold Howard,A,KO/TKO,18524b46c570730b,a2b06ca02bca14c0,http://ufcstats.com/fighter-details/18524b46c570730b,http://ufcstats.com/fighter-details/a2b06ca02bca14c0,1.6833333333333333,,,,,72.0,74.0,1.0,4.0,4.0,1.0,0.0,1.0,0.0,2.0
1995-09-08,UFC 7: The Brawl in Buffalo,Paul Varelans vs. Gerry Harris,1 Rnd (20),Open Weight Bout,Orthodox,Orthodox,Paul Varelans,Gerry Harris,A,KO/TKO,07a18ae55dfc3cd9,30cd319d39ee689b,http://ufcstats.com/fighter-details/07a18ae55dfc3cd9,http://ufcstats.com/fighter-details/30cd319d39ee689b,1.0833333333333333,,,,,80.0,80.0,4.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0
1995-09-08,UFC 7: The Brawl in Buffalo,Scott Bessac vs. David Hood,1 Rnd (20),Open Weight Bout,,,Scott Bessac,David Hood,A,Submission,3f24c96753dbd9f9,5af480a3b2e1726b,http://ufcstats.com/fighter-details/3f24c96753dbd9f9,http://ufcstats.com/fighter-details/5af480a3b2e1726b,0.5166666666666667,,,,,76.0,72.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
